B,0,0,-0.04512050747871399
B,0,1,-0.04388803243637085
B,0,2,0.04526910558342934
B,0,3,-0.07925094664096832
B,0,4,-0.1332668960094452
B,0,5,0.10279601067304611
B,0,6,0.16367438435554504
B,0,7,0.04385844245553017
B,0,8,-0.07537172734737396
B,0,9,-0.14492112398147583
B,1,0,-0.09762027114629745
B,1,1,0.05094651132822037
B,1,2,-0.10754501074552536
B,1,3,-0.0797066017985344
B,1,4,-0.010058900341391563
B,1,5,-0.1990806758403778
B,1,6,-0.057536445558071136
B,1,7,-0.09303393214941025
B,1,8,-0.12642015516757965
B,1,9,-0.0146652115508914
B,2,0,-0.01498559769243002
B,2,1,0.018354326486587524
B,2,2,0.054220765829086304
B,2,3,0.04946236312389374
B,2,4,-0.03539661690592766
B,2,5,0.010877804830670357
B,2,6,-0.041772592812776566
B,2,7,0.053431831300258636
B,2,8,0.029090015217661858
B,2,9,-0.02776605822145939
B,3,0,0.04443005099892616
B,3,1,0.0885084792971611
B,3,2,0.1593431979417801
B,3,3,0.12085095047950745
B,3,4,0.07926690578460693
B,3,5,0.06074068695306778
B,3,6,0.10456986725330353
B,3,7,0.04417283460497856
B,3,8,0.09580099582672119
B,3,9,0.08642309159040451
B,4,0,-0.14286185801029205
B,4,1,0.11418407410383224
B,4,2,0.07866932451725006
B,4,3,0.06549199670553207
B,4,4,0.10649479925632477
B,4,5,0.03508571907877922
B,4,6,0.10125760734081268
B,4,7,0.07931967824697495
B,4,8,0.06221328675746918
B,4,9,0.0665261521935463
B,5,0,0.011144321411848068
B,5,1,0.038750339299440384
B,5,2,-0.0924321860074997
B,5,3,0.033304471522569656
B,5,4,-0.05431794375181198
B,5,5,0.07936375588178635
B,5,6,0.015217291191220284
B,5,7,0.005184153560549021
B,5,8,0.044293832033872604
B,5,9,-0.004563400987535715
B,6,0,0.1139749065041542
B,6,1,0.21879038214683533
B,6,2,-0.1760575920343399
B,6,3,-0.02116026170551777
B,6,4,-0.0562867596745491
B,6,5,0.021650375798344612
B,6,6,0.09390559792518616
B,6,7,-0.013388533145189285
B,6,8,-0.0022261536214500666
B,6,9,-0.04121938347816467
B,7,0,0.05161438137292862
B,7,1,0.04530712217092514
B,7,2,0.053748756647109985
B,7,3,0.07011637836694717
B,7,4,0.08673937618732452
B,7,5,0.04483356326818466
B,7,6,0.023165635764598846
B,7,7,0.09232642501592636
B,7,8,0.060665905475616455
B,7,9,0.0985640361905098
B,8,0,-0.07920791208744049
B,8,1,0.090358205139637
B,8,2,0.10096170753240585
B,8,3,0.05701634660363197
B,8,4,0.01930058002471924
B,8,5,-0.015864331275224686
B,8,6,-0.07734555751085281
B,8,7,0.09170329570770264
B,8,8,-0.06934051960706711
B,8,9,0.03799522668123245
B,9,0,0.01864374801516533
B,9,1,-0.037562113255262375
B,9,2,0.01203842367976904
B,9,3,0.056561317294836044
B,9,4,-0.14213892817497253
B,9,5,0.025912553071975708
B,9,6,0.008113361895084381
B,9,7,-0.1588844209909439
B,9,8,-0.1841195970773697
B,9,9,-0.18375706672668457
B,10,0,-0.05965582653880119
B,10,1,0.004373112693428993
B,10,2,0.008719461970031261
B,10,3,0.10917408019304276
B,10,4,0.07670901715755463
B,10,5,0.1269005388021469
B,10,6,0.03527061268687248
B,10,7,-0.037596188485622406
B,10,8,0.05513481795787811
B,10,9,0.061691489070653915
B,11,0,0.1284157931804657
B,11,1,0.14391525089740753
B,11,2,0.09642459452152252
B,11,3,0.13931606709957123
B,11,4,0.052171654999256134
